,text,category,polarity
4807,You won't find that anywhere in Manhattan.,miscellaneous,positive
141,We happened upon this place purely by accident and were pleased with the results.,anecdotes,positive
1540,The two star chefs left quite some time ago to open their own place.,miscellaneous,neutral
563,"My friends spoke so much about it for months, I finally made the time to come down ear and dine in.",anecdotes,neutral
4025,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",anecdotes,neutral
1365,Wow over 100 beers to choose from.,food,positive
1550,I'd call it an 'italian dinner'.,miscellaneous,neutral
3147,A bit breezy up there on the mezzanine from the wind coming from the tracks.,anecdotes,neutral
3273,I'd definitely recommend this little place.,anecdotes,positive
1931,"Most people eat there seem to be typical Upper East Side snobs, so be aware.",ambience,negative
4581,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,food,positive
2853,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,miscellaneous,positive
3673,Truly the mark of an attentive waiter.,service,positive
4526,"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",food,positive
2806,"Be careful, when they say spicy, they mean it!",anecdotes,neutral
2111,I am a die hard peep lover.,miscellaneous,positive
1649,"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",anecdotes,positive
3714,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,positive
1291,A hearty two thumbs up!,anecdotes,positive
211,This restaurant used to be pretty decent.,anecdotes,negative
553,despite the untasteful previous review...,anecdotes,neutral
2375,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,miscellaneous,neutral
3201,I go at least 3 times a month and have never been disappointed.,miscellaneous,positive
4486,From the moment we walked in they were more than accomodating even though the place was packed.,service,positive
2191,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,positive
1043,"The food was very good, a great deal, and the place its self was great.",price,positive
2866,The Thai ice tea was amazingly smooth and yummy!,food,positive
342,We will return many times for this oasis in mid-town.,miscellaneous,positive
970,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",anecdotes,neutral
2570,They have a huge selection of different cream cheeses and all of their salads are great.,food,positive
4467,"great eats, good times.",miscellaneous,positive
1915,My six year old loved it.,miscellaneous,positive
843,"Really though, where's the seasoning?",food,negative
391,Okay service.,service,neutral
1639,The soup is pretty good too.,food,positive
4450,"Ambience is so cute and quaint, good for business although we were there on vacation.",ambience,positive
1553,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",food,positive
2219,Stay far away from this place.,anecdotes,negative
3060,Thank You Emilio.,anecdotes,positive
2082,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",miscellaneous,positive
2877,Try it side by side and there's no comparison.,miscellaneous,positive
371,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",price,positive
2499,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",service,negative
2564,It appears to be the owner's first venture and it shows.,anecdotes,negative
2430,We had a girls' night dinner here for restaurant week.,anecdotes,neutral
1933,"The food is mostly made from scratch, fresh and well prepared.",food,positive
4245,"Overall, not worth the money.",price,negative
2978,Its worth the wait though.,anecdotes,positive
3833,"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",anecdotes,neutral
1584,All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,food,positive
4317,I am French and I really felt like home!!!,miscellaneous,positive
65,We usually go to the Chart House to celebrate a birthday or anniversary.,miscellaneous,neutral
3055,I would highly recommend this place!,anecdotes,positive
1456,Never once did I leave feeling unwelcome or impressed.,miscellaneous,conflict
3712,"The place is sleek, modern and playfull and i will return again frequently.",ambience,positive
1346,"Meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",food,neutral
1994,Go with a group of friends and you will have a great time.,miscellaneous,positive
883,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",food,positive
1880,I was very disappointed with this restaurant.,miscellaneous,negative
4275,"$6 and there is much tasty food, all of it fresh and continually refilled.",price,positive
4670,honestly the worst sushi my husband and i had in our entire lives.,food,negative
784,It's simply the best meal in NYC.,anecdotes,positive
1477,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",service,negative
3403,"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",ambience,conflict
651,Go here.,miscellaneous,positive
