,text,term,start,end,polarity
1606,Service is not what one would expect from a joint in this price category.,Service,0,7,negative
3009,I would definitely go back -- if only for some of those exotic martinis on the blackboard.,martinis,63,71,positive
3070,"The staff was very attentive, the ambience lovely, and the food superb.",staff,4,9,positive
1962,We took advanatage of the half price sushi deal on saturday so it was well worth it.,half price sushi deal,26,47,positive
2749,I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,upstairs,33,41,positive
163,"Nice restaurant overall, with classic upscale Italian decor.",Italian decor,46,59,positive
997,"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",bistro fare,117,128,positive
2410,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",jelly fish,16,26,positive
2843,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor,4,9,positive
1941,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,Japanese cuisine,82,98,negative
3616,"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.",cold lobster salad,52,70,positive
3594,"Great wine, great food.",food,18,22,positive
2246,instead ordered an ice cold beer which to me works with indian.,beer,28,32,positive
1687,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",manager,46,53,negative
2955,"We love the food, drinks, and atmosphere!",atmosphere,30,40,positive
1017,"Try the crunchy tuna, it is to die for.",crunchy tuna,8,20,positive
3084,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",menu,23,27,positive
3324,The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,dish,61,65,positive
53,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",mussels,42,49,positive
1730,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,131,136,positive
3274,This is the perfect date spot for Williamsburg couples.,date spot,20,29,positive
804,"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",dough,72,77,positive
204,But who says Murray's is anything about service.,service,40,47,neutral
2475,"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",spicy tuna roll,94,109,negative
1894,"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",Onglet,76,82,positive
2655,Ambiance is barely romantic but management tries.,management,32,42,positive
2725,Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,23,28,negative
3025,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",place,25,30,positive
862,Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,soup,15,19,positive
1084,I really loved the different and inovated touch that's the cheff gives to the food.,food,78,82,positive
3045,"Even upon delivery, their juicy pork buns are quite good . .",pork buns,32,41,positive
728,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",chicken,70,77,positive
3490,"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",portion size,132,144,negative
778,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,diner,28,33,neutral
1001,The spicy tuna and salmon are the best we've ever had.,spicy tuna,4,14,positive
2130,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,zucchini,4,12,positive
2488,"Butter was melted, white wine warm, cheese oozing everywhere.",cheese,36,42,negative
1709,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",service,77,84,neutral
3317,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,dining,98,104,positive
857,We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,squid,73,78,negative
2685,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people serving,48,62,positive
423,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",tip,61,64,positive
3119,"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",portions,34,42,positive
3037,"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",portraits,78,87,positive
3064,"Dessert - can't be missed, so save room!!!",Dessert,0,7,positive
484,"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",pie,57,60,positive
3092,"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.",dessert,6,13,conflict
3236,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",veal in carozza chicken saltimbocca,115,150,positive
308,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sake,177,181,positive
465,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",staff,89,94,conflict
3439,"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",glass of beer,46,59,neutral
1245,The place was quiet and delightful.,place,4,9,positive
470,I had the best ravioli ever.,ravioli,15,22,positive
2925,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,place,5,10,positive
383,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",oatmeal,39,46,positive
3103,"I would never wait for a table to eat, it just is not THAT great.",table,25,30,neutral
968,"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",salads,23,29,positive
237,I went there in late afternoon for some bite size food and refleshment with my date.,refleshment,59,70,neutral
138,"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess,55,62,negative
1922,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,33,40,negative
